FID IID mass
8573018 8573018 31.3
8573019 8573019 29.4
8573019 8573019 30.5
8573019 8573019 30.8
8573019 8573019 30.8
8573020 8573020 30.5
8573020 8573020 30.2
8573020 8573020 31.7
8573020 8573020 NA
8573024 8573024 34.7
8573024 8573024 36.7
8573024 8573024 32.8
8573024 8573024 37.1
8573024 8573024 33.6
8573024 8573024 33.3
8573024 8573024 37.6
8573025 8573025 31.8
8573025 8573025 30.8
8573028 8573028 32.4
8573029 8573029 37.9
8573029 8573029 33.6
8573030 8573030 30.8
8573042 8573042 32.4
8573042 8573042 32.4
8573042 8573042 31.8
8573042 8573042 31.5
8573042 8573042 33.8
8573042 8573042 32.6
8573042 8573042 35.5
8573042 8573042 37.2
8573042 8573042 32.8
8573042 8573042 30.4
8573046 8573046 33.2
8573046 8573046 32
8573046 8573046 34
8573046 8573046 33.3
8573047 8573047 31.2
8573047 8573047 30.8
8573047 8573047 30.2
8573048 8573048 32.3
8573048 8573048 30.8
8573050 8573050 30.2
8573050 8573050 31.9
8573051 8573051 32.3
8573051 8573051 32.9
8573051 8573051 32.7
8573051 8573051 32.3
8573052 8573052 30
8573052 8573052 30.4
8573055 8573055 29.5
8573077 8573077 32
8573077 8573077 34.4
8573077 8573077 32.3
8573077 8573077 32.7
8573086 8573086 33.1
8573096 8573096 30.4
8573096 8573096 32
8573096 8573096 30.8
8573101 8573101 27.7
8573102 8573102 30.9
8573103 8573103 33.5
8573103 8573103 32
8573103 8573103 NA
8573104 8573104 NA
8573105 8573105 32.5
8573105 8573105 30.7
8573105 8573105 38.3
8573105 8573105 34.4
8573105 8573105 33.7
8573106 8573106 29.8
8573106 8573106 31.2
8573106 8573106 NA
8573110 8573110 40.3
8573112 8573112 33.7
8573114 8573114 33.6
8573114 8573114 30.9
8573114 8573114 32.5
8573114 8573114 31.5
8573114 8573114 32.4
8573116 8573116 29.6
8573116 8573116 29.7
8573116 8573116 29.8
8573118 8573118 32.2
8573118 8573118 31.5
8573118 8573118 31.5
8573118 8573118 34.1
8573140 8573140 34
8573140 8573140 31.4
8573140 8573140 34.3
8573140 8573140 NA
8573140 8573140 34.5
8573140 8573140 32.2
8573140 8573140 34.5
8573140 8573140 30.5
8573141 8573141 27.2
8573142 8573142 30.9
8573143 8573143 30.4
8573146 8573146 33.5
8573152 8573152 28.4
8573155 8573155 30.2
8573155 8573155 30.3
8573155 8573155 32.3
8573156 8573156 32.4
8573156 8573156 32.6
8573156 8573156 32.6
8573156 8573156 33.3
8573156 8573156 31.3
8573156 8573156 32.2
8573156 8573156 35
8573156 8573156 34.8
8573156 8573156 39.5
8573156 8573156 36.5
8573156 8573156 32.4
8573156 8573156 32.1
8573160 8573160 30.6
8573160 8573160 31.9
8573168 8573168 36.6
8573168 8573168 34
8573168 8573168 35.2
8573168 8573168 36.5
8573168 8573168 35.8
8573168 8573168 35.1
8573175 8573175 NA
8573175 8573175 NA
8573175 8573175 NA
8573175 8573175 35.9
8573175 8573175 36.2
8573187 8573187 34
8573187 8573187 33.8
8573187 8573187 36
8573187 8573187 35.1
8573187 8573187 33.4
8573187 8573187 32.3
8573201 8573201 37.8
8573201 8573201 36
8573215 8573215 32.2
8573215 8573215 31.8
8573215 8573215 32
8573221 8573221 33.4
8573221 8573221 31.8
8573221 8573221 33.2
8573221 8573221 32.6
8573224 8573224 NA
8573224 8573224 31.4
8573224 8573224 30.8
8573224 8573224 31.5
8573224 8573224 32.1
8573224 8573224 31.9
8573224 8573224 34.4
8573224 8573224 33.2
8573227 8573227 30.6
8573228 8573228 32.7
8573228 8573228 30.7
8573228 8573228 33.7
8573228 8573228 33.4
8573228 8573228 31.6
8573228 8573228 29.5
8573228 8573228 32.6
8573228 8573228 32.6
8573228 8573228 35.6
8573228 8573228 35.6
8573233 8573233 31.7
8573233 8573233 31.2
8573233 8573233 NA
8573235 8573235 32.8
8573245 8573245 31.7
8573245 8573245 37
8573245 8573245 34.5
8573245 8573245 35.6
8573246 8573246 NA
8573246 8573246 32.3
8573246 8573246 31.5
8573246 8573246 NA
8573255 8573255 32
8573256 8573256 31.5
8573256 8573256 34.8
8573256 8573256 33.5
8573256 8573256 32
8573256 8573256 NA
8573258 8573258 31.2
8573258 8573258 34.4
8573259 8573259 32
8573259 8573259 32.8
8573260 8573260 29.9
8573260 8573260 34.6
8573260 8573260 30.4
8573261 8573261 30.7
8573261 8573261 31.6
8573261 8573261 35.6
8573262 8573262 31.3
8573262 8573262 34.8
8573262 8573262 38.2
8573264 8573264 30.7
8573264 8573264 28.7
8573264 8573264 30.3
8573264 8573264 35.2
8573264 8573264 31.4
8573264 8573264 30.7
8573264 8573264 30.5
8573264 8573264 30
8573264 8573264 29.3
8573264 8573264 29.7
8573264 8573264 31
8573264 8573264 30.1
8573264 8573264 32.4
8573264 8573264 32.4
8573264 8573264 33.1
8573264 8573264 32.5
8573264 8573264 29.8
8573264 8573264 29.4
8573264 8573264 33.4
8573264 8573264 28.8
8573264 8573264 NA
8573270 8573270 33.9
8573270 8573270 NA
8573270 8573270 NA
8573270 8573270 32.7
8573272 8573272 30.6
8573273 8573273 30.4
8573274 8573274 29.6
8573274 8573274 30.6
8573274 8573274 33.4
8573275 8573275 36.3
8573275 8573275 33.4
8573278 8573278 30
8573279 8573279 33.3
8573281 8573281 30.6
8573282 8573282 31.6
8573295 8573295 32.2
8573295 8573295 34.3
8573295 8573295 32.4
8573295 8573295 32.7
8573295 8573295 30.6
8573297 8573297 33.8
8573510 8573510 34.4
8573510 8573510 NA
8573510 8573510 31.7
8573515 8573515 36.1
8573515 8573515 31.3
8573515 8573515 30.8
8573516 8573516 34.4
8573517 8573517 33.9
8573519 8573519 NA
8573521 8573521 30.2
8573521 8573521 28.3
8573524 8573524 33.4
8573525 8573525 30.4
8573525 8573525 37.3
8573525 8573525 29.9
8573526 8573526 29.4
8573526 8573526 31.4
8573527 8573527 31.9
8573529 8573529 37.2
8573530 8573530 39.3
8573531 8573531 31.4
8573532 8573532 33.3
8573536 8573536 30.3
8573536 8573536 NA
8573536 8573536 29.6
8573537 8573537 NA
8573537 8573537 30.4
8573537 8573537 31.5
8573539 8573539 39.6
8573539 8573539 35.3
8573539 8573539 37.8
8573539 8573539 37.8
8573539 8573539 34.1
8573545 8573545 NA
8573545 8573545 30.3
8573545 8573545 30.2
8573545 8573545 33.2
8573545 8573545 31.7
8573545 8573545 31.7
8573545 8573545 33.2
8573545 8573545 30.7
8573545 8573545 31.8
8573551 8573551 33.4
8573551 8573551 35.3
8573553 8573553 32.7
8573553 8573553 35.4
8573553 8573553 35.4
8573556 8573556 30.5
8573556 8573556 NA
8573557 8573557 29.3
8573558 8573558 NA
8573560 8573560 32.3
8573560 8573560 NA
8573562 8573562 30.3
8573563 8573563 31.3
8573567 8573567 33.3
8573567 8573567 35.5
8573567 8573567 33.6
8573567 8573567 32.5
8573567 8573567 31.3
8573572 8573572 32.1
8573572 8573572 32
8573572 8573572 33.2
8573572 8573572 31.6
8573572 8573572 32.3
8573572 8573572 32.5
8573572 8573572 30
8573572 8573572 30.2
8573582 8573582 30.9
8573583 8573583 35.3
8573583 8573583 NA
8573583 8573583 41.5
8573587 8573587 31.3
8573587 8573587 33.3
8573587 8573587 31.3
8573589 8573589 26.5
8573589 8573589 NA
8573589 8573589 29.8
8573589 8573589 34.2
8573590 8573590 29.5
8573590 8573590 32.2
8573591 8573591 NA
8573591 8573591 29.6
8573591 8573591 30.2
8573592 8573592 NA
8573592 8573592 33.1
8573593 8573593 NA
8573593 8573593 33.2
8573594 8573594 NA
8573594 8573594 30.2
8573594 8573594 30.7
8573596 8573596 NA
8573596 8573596 32.7
8573597 8573597 32.6
8573597 8573597 35.2
8573597 8573597 34.7
8573597 8573597 34.6
8573598 8573598 NA
8573598 8573598 NA
8573599 8573599 29
8573599 8573599 NA
8573599 8573599 29.2
8573599 8573599 32
8573599 8573599 34.1
8573599 8573599 33.7
8573599 8573599 33.2
8573600 8573600 NA
8573600 8573600 NA
8573601 8573601 32
8573601 8573601 35.4
8573601 8573601 36.8
8573601 8573601 36.8
8573601 8573601 NA
8573603 8573603 34
8573603 8573603 36.1
8573603 8573603 34.6
8573603 8573603 35.7
8573603 8573603 37
8573603 8573603 37
8573603 8573603 NA
8573606 8573606 30.2
8573606 8573606 31.6
8573606 8573606 29.9
8573606 8573606 37.8
8573606 8573606 30.7
8573606 8573606 32.7
8573607 8573607 33.3
8573608 8573608 30
8573608 8573608 29.2
8573608 8573608 29.7
8573608 8573608 27.3
8573608 8573608 30.2
8573608 8573608 29.8
8573608 8573608 27.8
8573609 8573609 29.4
8573610 8573610 33.6
8573610 8573610 35.5
8573610 8573610 40.4
8573611 8573611 33.8
8573611 8573611 32.9
8573612 8573612 32.2
8573612 8573612 34.5
8573612 8573612 NA
8573613 8573613 32.7
8573614 8573614 31.9
8573614 8573614 31.8
8573614 8573614 29.8
8573614 8573614 33.6
8573615 8573615 34
8573615 8573615 33.7
8573615 8573615 34.5
8573616 8573616 28.9
8573616 8573616 30.5
8573616 8573616 34.1
8573617 8573617 30.2
8573618 8573618 28.4
8573618 8573618 27.3
8573619 8573619 31.9
8573619 8573619 31
8573620 8573620 31.8
8573620 8573620 32.4
8573621 8573621 30.8
8573621 8573621 32.6
8573621 8573621 29.3
8573622 8573622 28.6
8573623 8573623 28.2
8573624 8573624 32.5
8573625 8573625 36
8573625 8573625 32.4
8573626 8573626 31.6
8573626 8573626 31.7
8573626 8573626 31.6
8573626 8573626 30.1
8573626 8573626 30.5
8573626 8573626 30.5
8573626 8573626 30.6
8573627 8573627 30.1
8573628 8573628 34.7
8573628 8573628 31.6
8573628 8573628 32.2
8573629 8573629 33.5
8573629 8573629 33.2
8573629 8573629 32.1
8573629 8573629 31.1
8573630 8573630 26.4
8573630 8573630 28.3
8573631 8573631 29.9
8573632 8573632 31
8573633 8573633 32.1
8573633 8573633 31.2
8573633 8573633 31.3
8573634 8573634 28.1
8573634 8573634 35
8573635 8573635 32.5
8573635 8573635 31.5
8573635 8573635 32.1
8573635 8573635 38.2
8573635 8573635 34
8573635 8573635 32
8573635 8573635 34.6
8573635 8573635 31.4
8573635 8573635 31.1
8573636 8573636 31.6
8573636 8573636 29.6
8573636 8573636 30.3
8573636 8573636 30.5
8573636 8573636 29.8
8573637 8573637 36.6
8573638 8573638 30
8573638 8573638 29.2
8573639 8573639 34.2
8573639 8573639 32.5
8573639 8573639 33.6
8573639 8573639 33
8573640 8573640 31.6
8573640 8573640 32.3
8573640 8573640 31.2
8573641 8573641 29.5
8573641 8573641 28.8
8573642 8573642 31.6
8573642 8573642 31.1
8573642 8573642 29.8
8573642 8573642 32.6
8573643 8573643 24
8573643 8573643 35.6
8573643 8573643 30.6
8573644 8573644 33.3
8573644 8573644 30.2
8573644 8573644 30.3
8573645 8573645 35.5
8573645 8573645 32.5
8573645 8573645 31.9
8573645 8573645 32.3
8573645 8573645 32.1
8573645 8573645 NA
8573646 8573646 31.3
8573646 8573646 33.4
8573647 8573647 30.7
8573647 8573647 27.8
8573648 8573648 31.9
8573648 8573648 29.7
8573648 8573648 30.3
8573649 8573649 35
8573650 8573650 31.5
8573651 8573651 33.5
8573652 8573652 33.8
8573652 8573652 34.2
8573652 8573652 33.7
8573653 8573653 33.5
8573654 8573654 34.2
8573655 8573655 25.6
8573656 8573656 35
8573657 8573657 33.8
8573657 8573657 34
8573657 8573657 33
8573657 8573657 35.3
8573657 8573657 34.1
8573657 8573657 35.4
8573658 8573658 32.7
8573658 8573658 35
8573659 8573659 29.4
8573660 8573660 NA
8573660 8573660 33.8
8573660 8573660 35.3
8573660 8573660 36.7
8573660 8573660 36.1
8573661 8573661 NA
8573661 8573661 30.7
8573662 8573662 28.4
8573663 8573663 NA
8573663 8573663 34
8573663 8573663 33
8573663 8573663 NA
8573664 8573664 NA
8573665 8573665 NA
8573673 8573673 32
8573673 8573673 28.5
8573673 8573673 32
8573682 8573682 36.6
8573682 8573682 31.8
8573682 8573682 32.6
8573682 8573682 35.6
8573682 8573682 33.4
8573682 8573682 30.6
8573682 8573682 30.6
8573682 8573682 31.5
8573682 8573682 34.3
8573683 8573683 32.3
8573683 8573683 33.3
8573683 8573683 32
8573683 8573683 33.8
8573683 8573683 32
8573684 8573684 29.7
8573685 8573685 33.3
8573685 8573685 36.3
8573686 8573686 31.7
8573686 8573686 33.3
8573686 8573686 32.6
8573687 8573687 31.3
8573687 8573687 30.3
8573688 8573688 33.5
8573720 8573720 30.7
8573720 8573720 NA
8573721 8573721 31.5
8573721 8573721 31.5
8573722 8573722 33.9
8573722 8573722 34
8573743 8573743 30.9
8573744 8573744 29.5
8573744 8573744 30.7
8573744 8573744 33.4
8573745 8573745 30.6
8573745 8573745 33.4
8573745 8573745 32
8573745 8573745 32.1
8573745 8573745 30.9
8573746 8573746 39.2
8573746 8573746 34.6
8573746 8573746 32.7
8573746 8573746 38.7
8573747 8573747 31.7
8573748 8573748 30.3
8573748 8573748 34.9
8573749 8573749 31.6
8573749 8573749 32.4
8573750 8573750 38.3
8573751 8573751 29.2
8573751 8573751 29.5
8573752 8573752 31.7
8573752 8573752 33.4
8573752 8573752 31.9
8573753 8573753 29.7
8573754 8573754 28.7
8573754 8573754 30
8573754 8573754 29.7
8573755 8573755 29.5
8573755 8573755 35.6
8573755 8573755 29.5
8573756 8573756 32.8
8573757 8573757 31.3
8573757 8573757 32.7
8573758 8573758 32.3
8573759 8573759 NA
8573759 8573759 30.1
8573759 8573759 32.9
8573760 8573760 37.9
8573760 8573760 34.1
8573761 8573761 36.4
8573762 8573762 31.4
8573781 8573781 35
8573781 8573781 36
8573781 8573781 35.9
8573783 8573783 33
8573786 8573786 28.8
8573786 8573786 28.8
8573787 8573787 30.5
8573787 8573787 29.6
8573787 8573787 31.4
8573801 8573801 31.6
8573801 8573801 32.2
8573801 8573801 NA
8573805 8573805 33.9
8573805 8573805 35.3
8573805 8573805 33.9
8573808 8573808 32.4
8573813 8573813 34.7
8573814 8573814 33.3
8573815 8573815 30.5
8573815 8573815 31.4
8573815 8573815 30.7
8573816 8573816 31.8
8573817 8573817 37.6
8573828 8573828 32.6
8573828 8573828 34
8573828 8573828 NA
8573833 8573833 31.7
8573833 8573833 33.8
8573841 8573841 29.5
8573841 8573841 30
8573847 8573847 31.5
8573847 8573847 34.6
8573847 8573847 30.5
8573848 8573848 34.6
8573849 8573849 33.2
8573850 8573850 33.7
8573851 8573851 31.2
8573851 8573851 NA
8573854 8573854 31.4
8573856 8573856 30.5
8573856 8573856 31.3
8573856 8573856 31.2
8573856 8573856 31.2
8573856 8573856 30.3
8573856 8573856 NA
8573857 8573857 29.4
8573857 8573857 28.5
8573857 8573857 27.3
8573859 8573859 32
8573859 8573859 32.8
8573864 8573864 32
8573864 8573864 34.9
8573864 8573864 33.5
8573864 8573864 31.9
8573864 8573864 36.4
8573864 8573864 33.5
8573864 8573864 31.8
8573871 8573871 31.8
8573871 8573871 32.3
8573872 8573872 31.1
8573872 8573872 30.7
8573873 8573873 34.4
8573873 8573873 34.5
8573873 8573873 NA
8573874 8573874 31.2
8573874 8573874 32.3
8573875 8573875 30.6
8573875 8573875 36.2
8573875 8573875 31.4
8573875 8573875 31.5
8573876 8573876 30.8
8573889 8573889 34.2
8573889 8573889 35.3
8573890 8573890 31.6
8573892 8573892 30.6
8573892 8573892 31.2
8573892 8573892 31.2
8573892 8573892 NA
8573892 8573892 30.7
8573892 8573892 30.3
8573893 8573893 32.3
8573893 8573893 32.1
8573893 8573893 30.4
8573893 8573893 30.4
8573893 8573893 30.3
8573893 8573893 34.9
8573896 8573896 33.3
8573896 8573896 33.3
8573896 8573896 31.5
8573896 8573896 31.3
8573896 8573896 NA
8573896 8573896 NA
8573896 8573896 30.7
8573900 8573900 34.6
8573903 8573903 31.9
8573904 8573904 29.7
8573904 8573904 30.6
8573904 8573904 30.5
8573905 8573905 35.3
8573906 8573906 32.3
8573906 8573906 33.8
8573906 8573906 33.8
8573910 8573910 32.6
8573911 8573911 31.6
8573913 8573913 33.9
8573915 8573915 31.6
8573915 8573915 32.8
8573916 8573916 28.6
8573918 8573918 31.7
8573920 8573920 29.6
8573920 8573920 30.4
8573920 8573920 34.4
8573926 8573926 32.4
8573926 8573926 31.6
8573928 8573928 34.6
8573937 8573937 NA
8573937 8573937 30.4
8573937 8573937 32.5
8573937 8573937 31.3
8573937 8573937 28.2
8573939 8573939 30.2
8573939 8573939 NA
8573955 8573955 40
8573955 8573955 NA
8573955 8573955 35.5
8573955 8573955 35.5
8573955 8573955 33.5
8573955 8573955 36
8573959 8573959 33.6
8573959 8573959 32.2
8573959 8573959 34.4
8573964 8573964 NA
8573966 8573966 31.9
8573966 8573966 32.2
8573966 8573966 33.9
8573966 8573966 33.3
8573982 8573982 31.7
8573982 8573982 32.6
8573982 8573982 35.2
8573982 8573982 31.9
8573987 8573987 32.3
8573987 8573987 32.7
8573987 8573987 31.9
8573987 8573987 30.5
8573987 8573987 32.5
8573987 8573987 32.3
8573987 8573987 36.2
8573989 8573989 37.7
8573989 8573989 39.9
8573989 8573989 35.7
8573989 8573989 35.7
8573989 8573989 35.7
8573989 8573989 29.3
8577404 8577404 NA
8598501 8598501 NA
8598501 8598501 33.9
8598501 8598501 33.7
8598504 8598504 32.3
8598504 8598504 34.6
8598504 8598504 34.5
8598505 8598505 33.4
8598506 8598506 NA
8598508 8598508 35.6
8598508 8598508 33.1
8598508 8598508 31.7
8598511 8598511 32.1
8598514 8598514 31
8598515 8598515 30.9
8598516 8598516 30.5
8598524 8598524 32.5
8598548 8598548 32.7
8598548 8598548 32.7
8598554 8598554 29.6
8598554 8598554 29.6
8598565 8598565 36
8598565 8598565 30
8598565 8598565 29.8
8598565 8598565 33.6
8598567 8598567 34.1
8598567 8598567 34.1
8598567 8598567 34.2
8598567 8598567 33.5
8598567 8598567 34.2
8598568 8598568 30.5
8598568 8598568 29.6
8598568 8598568 30.1
8598568 8598568 32.1
8598569 8598569 31.3
8598570 8598570 31.1
8598570 8598570 32.2
8598570 8598570 NA
8598570 8598570 30.7
8598570 8598570 30.5
8598571 8598571 32.3
8598571 8598571 33.6
8598571 8598571 32.7
8598572 8598572 40.2
8598572 8598572 35.4
8598573 8598573 33.6
8598573 8598573 33.6
8598573 8598573 NA
8598573 8598573 33.2
8598574 8598574 30.9
8598574 8598574 30.9
8598574 8598574 31.9
8598574 8598574 33.6
8598574 8598574 31.4
8598575 8598575 32
8598575 8598575 32.4
8598578 8598578 33.8
8598579 8598579 31
8598587 8598587 31.5
8598591 8598591 30.9
8598592 8598592 33.3
8598599 8598599 32.5
8598602 8598602 35.9
8598602 8598602 35.9
8598607 8598607 34.2
8598608 8598608 34.9
8598609 8598609 33.7
8598611 8598611 34.7
8598611 8598611 35.6
8598611 8598611 35.6
8598614 8598614 30.6
8598614 8598614 30.6
8598614 8598614 31.3
8598614 8598614 NA
8598621 8598621 34.4
8598621 8598621 35.8
8598621 8598621 32
8598621 8598621 32.6
8598621 8598621 32.6
8598621 8598621 31.3
8598624 8598624 31.6
8598624 8598624 34.8
8598625 8598625 29.7
8598626 8598626 31.1
8598627 8598627 32.2
8598628 8598628 32.7
8598629 8598629 30.6
8598630 8598630 28.7
8598631 8598631 35.2
8598631 8598631 34.6
8598631 8598631 34.6
8598631 8598631 31.3
8598632 8598632 34.8
8598633 8598633 31.7
8598634 8598634 32.3
8598634 8598634 32.3
8598635 8598635 34.5
8598636 8598636 28.2
8598636 8598636 28.2
8598637 8598637 31.9
8598638 8598638 34.4
8598638 8598638 33.6
8598639 8598639 31.2
8598639 8598639 31.2
8598640 8598640 31.1
8598641 8598641 31.5
8598642 8598642 29.6
8598642 8598642 29.6
8598642 8598642 34.5
8598643 8598643 36.3
8598643 8598643 28.7
8598644 8598644 31.8
8598644 8598644 36.4
8598645 8598645 35.8
8598646 8598646 30.3
8598646 8598646 30.3
8598647 8598647 29.3
8598647 8598647 29.3
8598648 8598648 31.7
8598648 8598648 31.7
8598653 8598653 34.5
8598654 8598654 32
8598654 8598654 34
8598654 8598654 NA
8598655 8598655 30.7
8598655 8598655 30.5
8598656 8598656 32.5
8598657 8598657 31
8598658 8598658 28
8598665 8598665 30.7
8598665 8598665 32.6
8598665 8598665 33.8
8598665 8598665 33.8
8598665 8598665 30.7
8598665 8598665 30.7
8598666 8598666 31.2
8598666 8598666 31.8
8598692 8598692 32.3
8598692 8598692 32.2
8598692 8598692 33.9
8598693 8598693 33.7
8598693 8598693 31.7
8598694 8598694 36
8598694 8598694 32.3
8598694 8598694 32.6
8598694 8598694 31.2
8598694 8598694 31.2
8598695 8598695 31.5
8598695 8598695 32
8598697 8598697 30
8598716 8598716 36.9
8598716 8598716 36.9
8598716 8598716 35.2
8598720 8598720 31.6
8598720 8598720 31.7
8598721 8598721 31.6
8598728 8598728 32.4
8598728 8598728 32.4
8598728 8598728 30.6
8598728 8598728 32.9
8598737 8598737 36.7
8598737 8598737 30.4
8598737 8598737 30.3
8598737 8598737 33.4
8598757 8598757 NA
8598757 8598757 NA
8598757 8598757 32.4
8598758 8598758 33.2
8598759 8598759 30.5
8598760 8598760 34.8
8598761 8598761 31.2
8598762 8598762 31.6
8598763 8598763 36.8
8598764 8598764 30.7
8598767 8598767 30.3
8598767 8598767 25.7
8598768 8598768 28.8
8598769 8598769 31.3
8598770 8598770 32.3
8598771 8598771 32
8598773 8598773 28.8
8598773 8598773 28.8
8598773 8598773 NA
8598774 8598774 31.7
8598777 8598777 32.4
8598778 8598778 35.4
8598784 8598784 31.6
8598787 8598787 29.7
8598788 8598788 30.7
8598790 8598790 27.4
8598790 8598790 31.5
8598791 8598791 35.5
8598792 8598792 29.2
8598794 8598794 36.1
8598798 8598798 32
8598808 8598808 36.8
8598808 8598808 36.8
8598808 8598808 35.8
8598808 8598808 NA
8598808 8598808 33.2
8598808 8598808 33.3
8598817 8598817 31.8
8598817 8598817 35.9
8598818 8598818 27.5
8598818 8598818 26.2
8598820 8598820 31.8
8598828 8598828 36.5
8598828 8598828 36.5
8598830 8598830 31.3
8598831 8598831 30.4
8598832 8598832 35.2
8598833 8598833 32.4
8598834 8598834 30
8598849 8598849 36.7
8598849 8598849 33.3
8598849 8598849 34.2
8598856 8598856 34.3
8598856 8598856 37.4
8598856 8598856 34.1
8598872 8598872 35.4
8598872 8598872 34.5
8598872 8598872 34.8
8598872 8598872 32.8
8598873 8598873 33.7
8598873 8598873 36.6
8598873 8598873 36.6
8598873 8598873 35.3
8598873 8598873 34.8
8598874 8598874 33.3
8598874 8598874 32.9
8598874 8598874 32.9
8598874 8598874 33.4
8598874 8598874 35.1
8598874 8598874 33.8
8598875 8598875 36
8598881 8598881 30.5
8598881 8598881 30.1
8598881 8598881 30.4
8598881 8598881 30.4
8598881 8598881 31.4
8598887 8598887 32.6
8598887 8598887 32.6
8598887 8598887 32.1
8598907 8598907 29.2
8598907 8598907 NA
8598907 8598907 36.4
8598938 8598938 34.2
8598938 8598938 31.5
8598941 8598941 32.2
